[info] engine.cpp:110 | initialize() | Engine::initialize() started
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 4: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 5 descriptor set layouts
[info] base_pass.cpp:375 | prepareDrawCalls_() | BasePass: Created pipeline with 5 automatically generated descriptor sets
[debug] cgltf_model_loader.cpp:485 | processBoundingBox() | Bounding box extracted from GLTF accessor data
[debug] cgltf_model_loader.cpp:436 | generateMikkTSpaceTangents() | MikkTSpace tangent generation completed
[debug] cgltf_model_loader.cpp:78 | loadModel() | Mesh 'LOD3spShape' bounding box: min(-69.2985, 9.92937, -61.328197) max(96.1799, 163.97, 53.925198)
[info] cgltf_model_loader.cpp:97 | loadModel() | Model 'Duck.gltf' combined bounding box calculated from 1 meshes
[info] cgltf_material_loader.cpp:17 | loadMaterials() | Loading materials from assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[warning] cgltf_material_loader.cpp:90 | loadTextures() | Image is null for base color texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\Duck\glTF\DuckCM.png (512x512, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 10 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'DuckCM.png' with dimensions 512x512
[info] cgltf_material_loader.cpp:28 | loadMaterials() | Successfully loaded 1 material(s) from assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[info] buffer_manager.cpp:73 | createVertexBuffer() | Created vertex buffer 'VertexBuffer_LOD3spShape' with 2399 vertices
[info] buffer_manager.cpp:120 | createIndexBuffer() | Created index buffer 'IndexBuffer_LOD3spShape' with 12636 indices
[info] buffer_manager.cpp:164 | createUniformBuffer() | Created uniform buffer 'transform_matrix_LOD3spShape' with size 64 bytes
[debug] cgltf_render_model_loader.cpp:104 | loadRenderModel() | Created transform matrix buffer for mesh LOD3spShape
[info] asset_loader.h:282 | loadModelInternal_() | Successfully loaded GPU model: assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[info] component_loaders.cpp:261 | operator () | Async model load completed (GPU=yes) for: assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[debug] bounding_volume_system.cpp:27 | update() | Added WorldBounds component to entity 7
[debug] bounding_volume_system.cpp:73 | updateEntityWorldBounds_() | BoundingVolumeSystem: Updated world bounds forentity 7 using model: assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[debug] base_pass.cpp:481 | getOrCreateMaterialDescriptorSet_() | Using fallback texture for 'normal_map' in material: blinn3-fx
[debug] base_pass.cpp:481 | getOrCreateMaterialDescriptorSet_() | Using fallback texture for 'metallic_roughness' in material: blinn3-fx
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 10 attributes
[info] base_pass.cpp:318 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 10 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 5
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 4: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 5 descriptor set layouts
[info] base_pass.cpp:375 | prepareDrawCalls_() | BasePass: Created pipeline with 5 automatically generated descriptor sets
[info] dxc_util.cpp:31 | compileHlslCode() | Compiling shader for target: vs_6_7
[info] dxc_util.cpp:138 | reflectShader() | Shader Reflection: Using SPIR-V backend for stage 1
[debug] dxc_util.cpp:445 | reflectSpirv_() | SPIR-V Reflection: Processing 3 vertex input variables
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 0, name: 'in.var.POSITION0'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 0 to semantic 'POSITION'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'POSITION', location: 0, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 5, name: 'in.var.COLOR5'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 5 to semantic 'COLOR'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'COLOR', location: 5, format: 14
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 6, name: 'in.var.INSTANCE6'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 6 to semantic 'INSTANCE'
[debug] dxc_util.cpp:514 | reflectSpirv_() | SPIR-V Reflection: Expanding INSTANCE matrix into 4 rows starting at location 6
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 0 at location 6
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 1 at location 7
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 2 at location 8
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 3 at location 9
[info] dxc_util.cpp:538 | reflectSpirv_() | SPIR-V Reflection: Extracted 6 vertex inputs total
[info] dxc_util.cpp:557 | reflectSpirv_() | Extracted 2 resource bindings from SPIRV shader.
[info] dxc_util.cpp:31 | compileHlslCode() | Compiling shader for target: ps_6_7
[info] dxc_util.cpp:138 | reflectShader() | Shader Reflection: Using SPIR-V backend for stage 16
[info] dxc_util.cpp:557 | reflectSpirv_() | Extracted 0 resource bindings from SPIRV shader.
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 6 attributes
[info] wireframe_strategy.cpp:276 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 6 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 2
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 2 descriptor set layouts
[info] wireframe_strategy.cpp:325 | prepareDrawCalls_() | WireframeStrategy: Created pipeline with 2 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 6 attributes
[info] wireframe_strategy.cpp:276 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 6 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 2
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 2 descriptor set layouts
[info] wireframe_strategy.cpp:325 | prepareDrawCalls_() | WireframeStrategy: Created pipeline with 2 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 6 attributes
[info] wireframe_strategy.cpp:276 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 6 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 2
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 2 descriptor set layouts
[info] wireframe_strategy.cpp:325 | prepareDrawCalls_() | WireframeStrategy: Created pipeline with 2 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 6 attributes
[info] wireframe_strategy.cpp:276 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 6 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 2
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 2 descriptor set layouts
[info] wireframe_strategy.cpp:325 | prepareDrawCalls_() | WireframeStrategy: Created pipeline with 2 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 6 attributes
[info] wireframe_strategy.cpp:276 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 6 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 2
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 2 descriptor set layouts
[info] wireframe_strategy.cpp:325 | prepareDrawCalls_() | WireframeStrategy: Created pipeline with 2 automatically generated descriptor sets
[info] pipeline_layout_manager.cpp:29 | cleanup() | Cleaning up 10 managed layouts
[info] pipeline_layout_manager.cpp:29 | cleanup() | Cleaning up 0 managed layouts
[info] dxc_util.cpp:31 | compileHlslCode() | Compiling shader for target: vs_6_7
[info] dxc_util.cpp:138 | reflectShader() | Shader Reflection: Using SPIR-V backend for stage 1
[debug] dxc_util.cpp:445 | reflectSpirv_() | SPIR-V Reflection: Processing 6 vertex input variables
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 0, name: 'in.var.POSITION0'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 0 to semantic 'POSITION'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'POSITION', location: 0, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 1, name: 'in.var.TEXCOORD1'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 1 to semantic 'TEXCOORD'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'TEXCOORD', location: 1, format: 8
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 2, name: 'in.var.NORMAL2'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 2 to semantic 'NORMAL'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'NORMAL', location: 2, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 3, name: 'in.var.TANGENT3'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 3 to semantic 'TANGENT'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'TANGENT', location:3, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 4, name: 'in.var.BITANGENT4'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 4 to semantic 'BITANGENT'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'BITANGENT', location: 4, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 6, name: 'in.var.INSTANCE6'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 6 to semantic 'INSTANCE'
[debug] dxc_util.cpp:514 | reflectSpirv_() | SPIR-V Reflection: Expanding INSTANCE matrix into 4 rows starting at location 6
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 0 at location 6
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 1 at location 7
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 2 at location 8
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 3 at location 9
[info] dxc_util.cpp:538 | reflectSpirv_() | SPIR-V Reflection: Extracted 9 vertex inputs total
[info] dxc_util.cpp:557 | reflectSpirv_() | Extracted 2 resource bindings from SPIRV shader.
[info] dxc_util.cpp:31 | compileHlslCode() | Compiling shader for target: ps_6_7
[info] dxc_util.cpp:138 | reflectShader() | Shader Reflection: Using SPIR-V backend for stage 16
[info] dxc_util.cpp:557 | reflectSpirv_() | Extracted 2 resource bindings from SPIRV shader.
[debug] normal_map_visualization_strategy.cpp:432 | getOrCreateMaterialDescriptorSet_() | Using fallback normal maptexture for material: blinn3-fx
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 9 attributes
[info] normal_map_visualization_strategy.cpp:300 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 9 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 4
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 4 descriptor set layouts
[info] normal_map_visualization_strategy.cpp:351 | prepareDrawCalls_() | Created pipeline with 4 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 9 attributes
[info] normal_map_visualization_strategy.cpp:300 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 9 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 4
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 4 descriptor set layouts
[info] normal_map_visualization_strategy.cpp:351 | prepareDrawCalls_() | Created pipeline with 4 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 9 attributes
[info] normal_map_visualization_strategy.cpp:300 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 9 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 4
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 4 descriptor set layouts
[info] normal_map_visualization_strategy.cpp:351 | prepareDrawCalls_() | Created pipeline with 4 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 9 attributes
[info] normal_map_visualization_strategy.cpp:300 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 9 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 4
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 4 descriptor set layouts
[info] normal_map_visualization_strategy.cpp:351 | prepareDrawCalls_() | Created pipeline with 4 automatically generated descriptor sets
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 9 attributes
[info] normal_map_visualization_strategy.cpp:300 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 9 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 4
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 4 descriptor set layouts
[info] normal_map_visualization_strategy.cpp:351 | prepareDrawCalls_() | Created pipeline with 4 automatically generated descriptor sets
